instruction,ltl,pattern_type,props
before visiting d b h and c visit a and never visit it again then visit d before b h and c and never visit it again do not visit h and c until you visit b never visit b again then visit h before c and never visit c again finally visit c,& & U ! d a & U ! b d & U ! h b & U ! c h F c & U ! a U a U ! a d & U ! d U d U ! d b & U ! b U b U ! b h U ! h U h U ! h c,strictly_ordered_visit,"['a', 'd', 'b', 'h', 'c']"
before visiting d c b and h visit a and never visit it again then visit d before c b and h and never visit it again do not visit b and h until you visit c never visit c again then visit b before h and never visit h again finally visit h,& & U ! d a & U ! c d & U ! b c & U ! h b F h & U ! a U a U ! a d & U ! d U d U ! d c & U ! c U c U ! c b U ! b U b U ! b h,strictly_ordered_visit,"['a', 'd', 'c', 'b', 'h']"
before visiting d c h and b visit a and never visit it again then visit d before c h and b and never visit it again do not visit h and b until you visit c never visit c again then visit h before b and never visit b again finally visit b,& & U ! d a & U ! c d & U ! h c & U ! b h F b & U ! a U a U ! a d & U ! d U d U ! d c & U ! c U c U ! c h U ! h U h U ! h b,strictly_ordered_visit,"['a', 'd', 'c', 'h', 'b']"
before visiting d h b and c visit a and never visit it again then visit d before h b and c and never visit it again do not visit b and c until you visit h never visit h again then visit b before c and never visit c again finally visit c,& & U ! d a & U ! h d & U ! b h & U ! c b F c & U ! a U a U ! a d & U ! d U d U ! d h & U ! h U h U ! h b U ! b U b U ! b c,strictly_ordered_visit,"['a', 'd', 'h', 'b', 'c']"
before visiting d h c and b visit a and never visit it again then visit d before h c and b and never visit it again do not visit c and b until you visit h never visit h again then visit c before b and never visit b again finally visit b,& & U ! d a & U ! h d & U ! c h & U ! b c F b & U ! a U a U ! a d & U ! d U d U ! d h & U ! h U h U ! h c U ! c U c U ! c b,strictly_ordered_visit,"['a', 'd', 'h', 'c', 'b']"
before visiting h b c and d visit a and never visit it again then visit h before b c and d and never visit it again do not visit c and d until you visit b never visit b again then visit c before d and never visit d again finally visit d,& & U ! h a & U ! b h & U ! c b & U ! d c F d & U ! a U a U ! a h & U ! h U h U ! h b & U ! b U b U ! b c U ! c U c U ! c d,strictly_ordered_visit,"['a', 'h', 'b', 'c', 'd']"
before visiting h b d and c visit a and never visit it again then visit h before b d and c and never visit it again do not visit d and c until you visit b never visit b again then visit d before c and never visit c again finally visit c,& & U ! h a & U ! b h & U ! d b & U ! c d F c & U ! a U a U ! a h & U ! h U h U ! h b & U ! b U b U ! b d U ! d U d U ! d c,strictly_ordered_visit,"['a', 'h', 'b', 'd', 'c']"
before visiting h c b and d visit a and never visit it again then visit h before c b and d and never visit it again do not visit b and d until you visit c never visit c again then visit b before d and never visit d again finally visit d,& & U ! h a & U ! c h & U ! b c & U ! d b F d & U ! a U a U ! a h & U ! h U h U ! h c & U ! c U c U ! c b U ! b U b U ! b d,strictly_ordered_visit,"['a', 'h', 'c', 'b', 'd']"
before visiting h c d and b visit a and never visit it again then visit h before c d and b and never visit it again do not visit d and b until you visit c never visit c again then visit d before b and never visit b again finally visit b,& & U ! h a & U ! c h & U ! d c & U ! b d F b & U ! a U a U ! a h & U ! h U h U ! h c & U ! c U c U ! c d U ! d U d U ! d b,strictly_ordered_visit,"['a', 'h', 'c', 'd', 'b']"
before visiting h d b and c visit a and never visit it again then visit h before d b and c and never visit it again do not visit b and c until you visit d never visit d again then visit b before c and never visit c again finally visit c,& & U ! h a & U ! d h & U ! b d & U ! c b F c & U ! a U a U ! a h & U ! h U h U ! h d & U ! d U d U ! d b U ! b U b U ! b c,strictly_ordered_visit,"['a', 'h', 'd', 'b', 'c']"
before visiting h d c and b visit a and never visit it again then visit h before d c and b and never visit it again do not visit c and b until you visit d never visit d again then visit c before b and never visit b again finally visit b,& & U ! h a & U ! d h & U ! c d & U ! b c F b & U ! a U a U ! a h & U ! h U h U ! h d & U ! d U d U ! d c U ! c U c U ! c b,strictly_ordered_visit,"['a', 'h', 'd', 'c', 'b']"
before visiting a c d and h visit b and never visit it again then visit a before c d and h and never visit it again do not visit d and h until you visit c never visit c again then visit d before h and never visit h again finally visit h,& & U ! a b & U ! c a & U ! d c & U ! h d F h & U ! b U b U ! b a & U ! a U a U ! a c & U ! c U c U ! c d U ! d U d U ! d h,strictly_ordered_visit,"['b', 'a', 'c', 'd', 'h']"
before visiting a c h and d visit b and never visit it again then visit a before c h and d and never visit it again do not visit h and d until you visit c never visit c again then visit h before d and never visit d again finally visit d,& & U ! a b & U ! c a & U ! h c & U ! d h F d & U ! b U b U ! b a & U ! a U a U ! a c & U ! c U c U ! c h U ! h U h U ! h d,strictly_ordered_visit,"['b', 'a', 'c', 'h', 'd']"
before visiting a d c and h visit b and never visit it again then visit a before d c and h and never visit it again do not visit c and h until you visit d never visit d again then visit c before h and never visit h again finally visit h,& & U ! a b & U ! d a & U ! c d & U ! h c F h & U ! b U b U ! b a & U ! a U a U ! a d & U ! d U d U ! d c U ! c U c U ! c h,strictly_ordered_visit,"['b', 'a', 'd', 'c', 'h']"
before visiting a d h and c visit b and never visit it again then visit a before d h and c and never visit it again do not visit h and c until you visit d never visit d again then visit h before c and never visit c again finally visit c,& & U ! a b & U ! d a & U ! h d & U ! c h F c & U ! b U b U ! b a & U ! a U a U ! a d & U ! d U d U ! d h U ! h U h U ! h c,strictly_ordered_visit,"['b', 'a', 'd', 'h', 'c']"
before visiting a h c and d visit b and never visit it again then visit a before h c and d and never visit it again do not visit c and d until you visit h never visit h again then visit c before d and never visit d again finally visit d,& & U ! a b & U ! h a & U ! c h & U ! d c F d & U ! b U b U ! b a & U ! a U a U ! a h & U ! h U h U ! h c U ! c U c U ! c d,strictly_ordered_visit,"['b', 'a', 'h', 'c', 'd']"
before visiting a h d and c visit b and never visit it again then visit a before h d and c and never visit it again do not visit d and c until you visit h never visit h again then visit d before c and never visit c again finally visit c,& & U ! a b & U ! h a & U ! d h & U ! c d F c & U ! b U b U ! b a & U ! a U a U ! a h & U ! h U h U ! h d U ! d U d U ! d c,strictly_ordered_visit,"['b', 'a', 'h', 'd', 'c']"
before visiting c a d and h visit b and never visit it again then visit c before a d and h and never visit it again do not visit d and h until you visit a never visit a again then visit d before h and never visit h again finally visit h,& & U ! c b & U ! a c & U ! d a & U ! h d F h & U ! b U b U ! b c & U ! c U c U ! c a & U ! a U a U ! a d U ! d U d U ! d h,strictly_ordered_visit,"['b', 'c', 'a', 'd', 'h']"
before visiting c a h and d visit b and never visit it again then visit c before a h and d and never visit it again do not visit h and d until you visit a never visit a again then visit h before d and never visit d again finally visit d,& & U ! c b & U ! a c & U ! h a & U ! d h F d & U ! b U b U ! b c & U ! c U c U ! c a & U ! a U a U ! a h U ! h U h U ! h d,strictly_ordered_visit,"['b', 'c', 'a', 'h', 'd']"
before visiting c d a and h visit b and never visit it again then visit c before d a and h and never visit it again do not visit a and h until you visit d never visit d again then visit a before h and never visit h again finally visit h,& & U ! c b & U ! d c & U ! a d & U ! h a F h & U ! b U b U ! b c & U ! c U c U ! c d & U ! d U d U ! d a U ! a U a U ! a h,strictly_ordered_visit,"['b', 'c', 'd', 'a', 'h']"
before visiting c d h and a visit b and never visit it again then visit c before d h and a and never visit it again do not visit h and a until you visit d never visit d again then visit h before a and never visit a again finally visit a,& & U ! c b & U ! d c & U ! h d & U ! a h F a & U ! b U b U ! b c & U ! c U c U ! c d & U ! d U d U ! d h U ! h U h U ! h a,strictly_ordered_visit,"['b', 'c', 'd', 'h', 'a']"
before visiting c h a and d visit b and never visit it again then visit c before h a and d and never visit it again do not visit a and d until you visit h never visit h again then visit a before d and never visit d again finally visit d,& & U ! c b & U ! h c & U ! a h & U ! d a F d & U ! b U b U ! b c & U ! c U c U ! c h & U ! h U h U ! h a U ! a U a U ! a d,strictly_ordered_visit,"['b', 'c', 'h', 'a', 'd']"
before visiting c h d and a visit b and never visit it again then visit c before h d and a and never visit it again do not visit d and a until you visit h never visit h again then visit d before a and never visit a again finally visit a,& & U ! c b & U ! h c & U ! d h & U ! a d F a & U ! b U b U ! b c & U ! c U c U ! c h & U ! h U h U ! h d U ! d U d U ! d a,strictly_ordered_visit,"['b', 'c', 'h', 'd', 'a']"
before visiting d a c and h visit b and never visit it again then visit d before a c and h and never visit it again do not visit c and h until you visit a never visit a again then visit c before h and never visit h again finally visit h,& & U ! d b & U ! a d & U ! c a & U ! h c F h & U ! b U b U ! b d & U ! d U d U ! d a & U ! a U a U ! a c U ! c U c U ! c h,strictly_ordered_visit,"['b', 'd', 'a', 'c', 'h']"
before visiting d a h and c visit b and never visit it again then visit d before a h and c and never visit it again do not visit h and c until you visit a never visit a again then visit h before c and never visit c again finally visit c,& & U ! d b & U ! a d & U ! h a & U ! c h F c & U ! b U b U ! b d & U ! d U d U ! d a & U ! a U a U ! a h U ! h U h U ! h c,strictly_ordered_visit,"['b', 'd', 'a', 'h', 'c']"
before visiting d c a and h visit b and never visit it again then visit d before c a and h and never visit it again do not visit a and h until you visit c never visit c again then visit a before h and never visit h again finally visit h,& & U ! d b & U ! c d & U ! a c & U ! h a F h & U ! b U b U ! b d & U ! d U d U ! d c & U ! c U c U ! c a U ! a U a U ! a h,strictly_ordered_visit,"['b', 'd', 'c', 'a', 'h']"
before visiting d c h and a visit b and never visit it again then visit d before c h and a and never visit it again do not visit h and a until you visit c never visit c again then visit h before a and never visit a again finally visit a,& & U ! d b & U ! c d & U ! h c & U ! a h F a & U ! b U b U ! b d & U ! d U d U ! d c & U ! c U c U ! c h U ! h U h U ! h a,strictly_ordered_visit,"['b', 'd', 'c', 'h', 'a']"
before visiting d h a and c visit b and never visit it again then visit d before h a and c and never visit it again do not visit a and c until you visit h never visit h again then visit a before c and never visit c again finally visit c,& & U ! d b & U ! h d & U ! a h & U ! c a F c & U ! b U b U ! b d & U ! d U d U ! d h & U ! h U h U ! h a U ! a U a U ! a c,strictly_ordered_visit,"['b', 'd', 'h', 'a', 'c']"
before visiting d h c and a visit b and never visit it again then visit d before h c and a and never visit it again do not visit c and a until you visit h never visit h again then visit c before a and never visit a again finally visit a,& & U ! d b & U ! h d & U ! c h & U ! a c F a & U ! b U b U ! b d & U ! d U d U ! d h & U ! h U h U ! h c U ! c U c U ! c a,strictly_ordered_visit,"['b', 'd', 'h', 'c', 'a']"
before visiting h a c and d visit b and never visit it again then visit h before a c and d and never visit it again do not visit c and d until you visit a never visit a again then visit c before d and never visit d again finally visit d,& & U ! h b & U ! a h & U ! c a & U ! d c F d & U ! b U b U ! b h & U ! h U h U ! h a & U ! a U a U ! a c U ! c U c U ! c d,strictly_ordered_visit,"['b', 'h', 'a', 'c', 'd']"
before visiting h a d and c visit b and never visit it again then visit h before a d and c and never visit it again do not visit d and c until you visit a never visit a again then visit d before c and never visit c again finally visit c,& & U ! h b & U ! a h & U ! d a & U ! c d F c & U ! b U b U ! b h & U ! h U h U ! h a & U ! a U a U ! a d U ! d U d U ! d c,strictly_ordered_visit,"['b', 'h', 'a', 'd', 'c']"
