instruction,ltl,pattern_type,props
do not stop visiting h d b a and c,& G F h & G F d & G F b & G F a G F c,patrolling,"['h', 'd', 'b', 'a', 'c']"
do not stop visiting h d b c and a,& G F h & G F d & G F b & G F c G F a,patrolling,"['h', 'd', 'b', 'c', 'a']"
do not stop visiting h d c a and b,& G F h & G F d & G F c & G F a G F b,patrolling,"['h', 'd', 'c', 'a', 'b']"
do not stop visiting h d c b and a,& G F h & G F d & G F c & G F b G F a,patrolling,"['h', 'd', 'c', 'b', 'a']"
continue visiting a b c d and h an infinite number of times,& G F a & G F b & G F c & G F d G F h,patrolling,"['a', 'b', 'c', 'd', 'h']"
continue visiting a b c h and d an infinite number of times,& G F a & G F b & G F c & G F h G F d,patrolling,"['a', 'b', 'c', 'h', 'd']"
continue visiting a b d c and h an infinite number of times,& G F a & G F b & G F d & G F c G F h,patrolling,"['a', 'b', 'd', 'c', 'h']"
continue visiting a b d h and c an infinite number of times,& G F a & G F b & G F d & G F h G F c,patrolling,"['a', 'b', 'd', 'h', 'c']"
continue visiting a b h c and d an infinite number of times,& G F a & G F b & G F h & G F c G F d,patrolling,"['a', 'b', 'h', 'c', 'd']"
continue visiting a b h d and c an infinite number of times,& G F a & G F b & G F h & G F d G F c,patrolling,"['a', 'b', 'h', 'd', 'c']"
continue visiting a c b d and h an infinite number of times,& G F a & G F c & G F b & G F d G F h,patrolling,"['a', 'c', 'b', 'd', 'h']"
continue visiting a c b h and d an infinite number of times,& G F a & G F c & G F b & G F h G F d,patrolling,"['a', 'c', 'b', 'h', 'd']"
continue visiting a c d b and h an infinite number of times,& G F a & G F c & G F d & G F b G F h,patrolling,"['a', 'c', 'd', 'b', 'h']"
continue visiting a c d h and b an infinite number of times,& G F a & G F c & G F d & G F h G F b,patrolling,"['a', 'c', 'd', 'h', 'b']"
continue visiting a c h b and d an infinite number of times,& G F a & G F c & G F h & G F b G F d,patrolling,"['a', 'c', 'h', 'b', 'd']"
continue visiting a c h d and b an infinite number of times,& G F a & G F c & G F h & G F d G F b,patrolling,"['a', 'c', 'h', 'd', 'b']"
continue visiting a d b c and h an infinite number of times,& G F a & G F d & G F b & G F c G F h,patrolling,"['a', 'd', 'b', 'c', 'h']"
continue visiting a d b h and c an infinite number of times,& G F a & G F d & G F b & G F h G F c,patrolling,"['a', 'd', 'b', 'h', 'c']"
continue visiting a d c b and h an infinite number of times,& G F a & G F d & G F c & G F b G F h,patrolling,"['a', 'd', 'c', 'b', 'h']"
continue visiting a d c h and b an infinite number of times,& G F a & G F d & G F c & G F h G F b,patrolling,"['a', 'd', 'c', 'h', 'b']"
continue visiting a d h b and c an infinite number of times,& G F a & G F d & G F h & G F b G F c,patrolling,"['a', 'd', 'h', 'b', 'c']"
continue visiting a d h c and b an infinite number of times,& G F a & G F d & G F h & G F c G F b,patrolling,"['a', 'd', 'h', 'c', 'b']"
continue visiting a h b c and d an infinite number of times,& G F a & G F h & G F b & G F c G F d,patrolling,"['a', 'h', 'b', 'c', 'd']"
continue visiting a h b d and c an infinite number of times,& G F a & G F h & G F b & G F d G F c,patrolling,"['a', 'h', 'b', 'd', 'c']"
continue visiting a h c b and d an infinite number of times,& G F a & G F h & G F c & G F b G F d,patrolling,"['a', 'h', 'c', 'b', 'd']"
continue visiting a h c d and b an infinite number of times,& G F a & G F h & G F c & G F d G F b,patrolling,"['a', 'h', 'c', 'd', 'b']"
continue visiting a h d b and c an infinite number of times,& G F a & G F h & G F d & G F b G F c,patrolling,"['a', 'h', 'd', 'b', 'c']"
continue visiting a h d c and b an infinite number of times,& G F a & G F h & G F d & G F c G F b,patrolling,"['a', 'h', 'd', 'c', 'b']"
continue visiting b a c d and h an infinite number of times,& G F b & G F a & G F c & G F d G F h,patrolling,"['b', 'a', 'c', 'd', 'h']"
continue visiting b a c h and d an infinite number of times,& G F b & G F a & G F c & G F h G F d,patrolling,"['b', 'a', 'c', 'h', 'd']"
continue visiting b a d c and h an infinite number of times,& G F b & G F a & G F d & G F c G F h,patrolling,"['b', 'a', 'd', 'c', 'h']"
continue visiting b a d h and c an infinite number of times,& G F b & G F a & G F d & G F h G F c,patrolling,"['b', 'a', 'd', 'h', 'c']"
continue visiting b a h c and d an infinite number of times,& G F b & G F a & G F h & G F c G F d,patrolling,"['b', 'a', 'h', 'c', 'd']"
continue visiting b a h d and c an infinite number of times,& G F b & G F a & G F h & G F d G F c,patrolling,"['b', 'a', 'h', 'd', 'c']"
continue visiting b c a d and h an infinite number of times,& G F b & G F c & G F a & G F d G F h,patrolling,"['b', 'c', 'a', 'd', 'h']"
continue visiting b c a h and d an infinite number of times,& G F b & G F c & G F a & G F h G F d,patrolling,"['b', 'c', 'a', 'h', 'd']"
continue visiting b c d a and h an infinite number of times,& G F b & G F c & G F d & G F a G F h,patrolling,"['b', 'c', 'd', 'a', 'h']"
continue visiting b c d h and a an infinite number of times,& G F b & G F c & G F d & G F h G F a,patrolling,"['b', 'c', 'd', 'h', 'a']"
continue visiting b c h a and d an infinite number of times,& G F b & G F c & G F h & G F a G F d,patrolling,"['b', 'c', 'h', 'a', 'd']"
continue visiting b c h d and a an infinite number of times,& G F b & G F c & G F h & G F d G F a,patrolling,"['b', 'c', 'h', 'd', 'a']"
continue visiting b d a c and h an infinite number of times,& G F b & G F d & G F a & G F c G F h,patrolling,"['b', 'd', 'a', 'c', 'h']"
continue visiting b d a h and c an infinite number of times,& G F b & G F d & G F a & G F h G F c,patrolling,"['b', 'd', 'a', 'h', 'c']"
continue visiting b d c a and h an infinite number of times,& G F b & G F d & G F c & G F a G F h,patrolling,"['b', 'd', 'c', 'a', 'h']"
continue visiting b d c h and a an infinite number of times,& G F b & G F d & G F c & G F h G F a,patrolling,"['b', 'd', 'c', 'h', 'a']"
continue visiting b d h a and c an infinite number of times,& G F b & G F d & G F h & G F a G F c,patrolling,"['b', 'd', 'h', 'a', 'c']"
continue visiting b d h c and a an infinite number of times,& G F b & G F d & G F h & G F c G F a,patrolling,"['b', 'd', 'h', 'c', 'a']"
continue visiting b h a c and d an infinite number of times,& G F b & G F h & G F a & G F c G F d,patrolling,"['b', 'h', 'a', 'c', 'd']"
continue visiting b h a d and c an infinite number of times,& G F b & G F h & G F a & G F d G F c,patrolling,"['b', 'h', 'a', 'd', 'c']"
continue visiting b h c a and d an infinite number of times,& G F b & G F h & G F c & G F a G F d,patrolling,"['b', 'h', 'c', 'a', 'd']"
continue visiting b h c d and a an infinite number of times,& G F b & G F h & G F c & G F d G F a,patrolling,"['b', 'h', 'c', 'd', 'a']"
continue visiting b h d a and c an infinite number of times,& G F b & G F h & G F d & G F a G F c,patrolling,"['b', 'h', 'd', 'a', 'c']"
continue visiting b h d c and a an infinite number of times,& G F b & G F h & G F d & G F c G F a,patrolling,"['b', 'h', 'd', 'c', 'a']"
continue visiting c a b d and h an infinite number of times,& G F c & G F a & G F b & G F d G F h,patrolling,"['c', 'a', 'b', 'd', 'h']"
continue visiting c a b h and d an infinite number of times,& G F c & G F a & G F b & G F h G F d,patrolling,"['c', 'a', 'b', 'h', 'd']"
continue visiting c a d b and h an infinite number of times,& G F c & G F a & G F d & G F b G F h,patrolling,"['c', 'a', 'd', 'b', 'h']"
continue visiting c a d h and b an infinite number of times,& G F c & G F a & G F d & G F h G F b,patrolling,"['c', 'a', 'd', 'h', 'b']"
continue visiting c a h b and d an infinite number of times,& G F c & G F a & G F h & G F b G F d,patrolling,"['c', 'a', 'h', 'b', 'd']"
continue visiting c a h d and b an infinite number of times,& G F c & G F a & G F h & G F d G F b,patrolling,"['c', 'a', 'h', 'd', 'b']"
continue visiting c b a d and h an infinite number of times,& G F c & G F b & G F a & G F d G F h,patrolling,"['c', 'b', 'a', 'd', 'h']"
continue visiting c b a h and d an infinite number of times,& G F c & G F b & G F a & G F h G F d,patrolling,"['c', 'b', 'a', 'h', 'd']"
continue visiting c b d a and h an infinite number of times,& G F c & G F b & G F d & G F a G F h,patrolling,"['c', 'b', 'd', 'a', 'h']"
continue visiting c b d h and a an infinite number of times,& G F c & G F b & G F d & G F h G F a,patrolling,"['c', 'b', 'd', 'h', 'a']"
continue visiting c b h a and d an infinite number of times,& G F c & G F b & G F h & G F a G F d,patrolling,"['c', 'b', 'h', 'a', 'd']"
continue visiting c b h d and a an infinite number of times,& G F c & G F b & G F h & G F d G F a,patrolling,"['c', 'b', 'h', 'd', 'a']"
continue visiting c d a b and h an infinite number of times,& G F c & G F d & G F a & G F b G F h,patrolling,"['c', 'd', 'a', 'b', 'h']"
continue visiting c d a h and b an infinite number of times,& G F c & G F d & G F a & G F h G F b,patrolling,"['c', 'd', 'a', 'h', 'b']"
continue visiting c d b a and h an infinite number of times,& G F c & G F d & G F b & G F a G F h,patrolling,"['c', 'd', 'b', 'a', 'h']"
continue visiting c d b h and a an infinite number of times,& G F c & G F d & G F b & G F h G F a,patrolling,"['c', 'd', 'b', 'h', 'a']"
continue visiting c d h a and b an infinite number of times,& G F c & G F d & G F h & G F a G F b,patrolling,"['c', 'd', 'h', 'a', 'b']"
continue visiting c d h b and a an infinite number of times,& G F c & G F d & G F h & G F b G F a,patrolling,"['c', 'd', 'h', 'b', 'a']"
continue visiting c h a b and d an infinite number of times,& G F c & G F h & G F a & G F b G F d,patrolling,"['c', 'h', 'a', 'b', 'd']"
continue visiting c h a d and b an infinite number of times,& G F c & G F h & G F a & G F d G F b,patrolling,"['c', 'h', 'a', 'd', 'b']"
continue visiting c h b a and d an infinite number of times,& G F c & G F h & G F b & G F a G F d,patrolling,"['c', 'h', 'b', 'a', 'd']"
continue visiting c h b d and a an infinite number of times,& G F c & G F h & G F b & G F d G F a,patrolling,"['c', 'h', 'b', 'd', 'a']"
continue visiting c h d a and b an infinite number of times,& G F c & G F h & G F d & G F a G F b,patrolling,"['c', 'h', 'd', 'a', 'b']"
continue visiting c h d b and a an infinite number of times,& G F c & G F h & G F d & G F b G F a,patrolling,"['c', 'h', 'd', 'b', 'a']"
continue visiting d a b c and h an infinite number of times,& G F d & G F a & G F b & G F c G F h,patrolling,"['d', 'a', 'b', 'c', 'h']"
continue visiting d a b h and c an infinite number of times,& G F d & G F a & G F b & G F h G F c,patrolling,"['d', 'a', 'b', 'h', 'c']"
continue visiting d a c b and h an infinite number of times,& G F d & G F a & G F c & G F b G F h,patrolling,"['d', 'a', 'c', 'b', 'h']"
continue visiting d a c h and b an infinite number of times,& G F d & G F a & G F c & G F h G F b,patrolling,"['d', 'a', 'c', 'h', 'b']"
continue visiting d a h b and c an infinite number of times,& G F d & G F a & G F h & G F b G F c,patrolling,"['d', 'a', 'h', 'b', 'c']"
continue visiting d a h c and b an infinite number of times,& G F d & G F a & G F h & G F c G F b,patrolling,"['d', 'a', 'h', 'c', 'b']"
continue visiting d b a c and h an infinite number of times,& G F d & G F b & G F a & G F c G F h,patrolling,"['d', 'b', 'a', 'c', 'h']"
continue visiting d b a h and c an infinite number of times,& G F d & G F b & G F a & G F h G F c,patrolling,"['d', 'b', 'a', 'h', 'c']"
continue visiting d b c a and h an infinite number of times,& G F d & G F b & G F c & G F a G F h,patrolling,"['d', 'b', 'c', 'a', 'h']"
continue visiting d b c h and a an infinite number of times,& G F d & G F b & G F c & G F h G F a,patrolling,"['d', 'b', 'c', 'h', 'a']"
continue visiting d b h a and c an infinite number of times,& G F d & G F b & G F h & G F a G F c,patrolling,"['d', 'b', 'h', 'a', 'c']"
continue visiting d b h c and a an infinite number of times,& G F d & G F b & G F h & G F c G F a,patrolling,"['d', 'b', 'h', 'c', 'a']"
continue visiting d c a b and h an infinite number of times,& G F d & G F c & G F a & G F b G F h,patrolling,"['d', 'c', 'a', 'b', 'h']"
continue visiting d c a h and b an infinite number of times,& G F d & G F c & G F a & G F h G F b,patrolling,"['d', 'c', 'a', 'h', 'b']"
continue visiting d c b a and h an infinite number of times,& G F d & G F c & G F b & G F a G F h,patrolling,"['d', 'c', 'b', 'a', 'h']"
continue visiting d c b h and a an infinite number of times,& G F d & G F c & G F b & G F h G F a,patrolling,"['d', 'c', 'b', 'h', 'a']"
continue visiting d c h a and b an infinite number of times,& G F d & G F c & G F h & G F a G F b,patrolling,"['d', 'c', 'h', 'a', 'b']"
continue visiting d c h b and a an infinite number of times,& G F d & G F c & G F h & G F b G F a,patrolling,"['d', 'c', 'h', 'b', 'a']"
continue visiting d h a b and c an infinite number of times,& G F d & G F h & G F a & G F b G F c,patrolling,"['d', 'h', 'a', 'b', 'c']"
continue visiting d h a c and b an infinite number of times,& G F d & G F h & G F a & G F c G F b,patrolling,"['d', 'h', 'a', 'c', 'b']"
continue visiting d h b a and c an infinite number of times,& G F d & G F h & G F b & G F a G F c,patrolling,"['d', 'h', 'b', 'a', 'c']"
continue visiting d h b c and a an infinite number of times,& G F d & G F h & G F b & G F c G F a,patrolling,"['d', 'h', 'b', 'c', 'a']"
continue visiting d h c a and b an infinite number of times,& G F d & G F h & G F c & G F a G F b,patrolling,"['d', 'h', 'c', 'a', 'b']"
continue visiting d h c b and a an infinite number of times,& G F d & G F h & G F c & G F b G F a,patrolling,"['d', 'h', 'c', 'b', 'a']"
continue visiting h a b c and d an infinite number of times,& G F h & G F a & G F b & G F c G F d,patrolling,"['h', 'a', 'b', 'c', 'd']"
continue visiting h a b d and c an infinite number of times,& G F h & G F a & G F b & G F d G F c,patrolling,"['h', 'a', 'b', 'd', 'c']"
continue visiting h a c b and d an infinite number of times,& G F h & G F a & G F c & G F b G F d,patrolling,"['h', 'a', 'c', 'b', 'd']"
continue visiting h a c d and b an infinite number of times,& G F h & G F a & G F c & G F d G F b,patrolling,"['h', 'a', 'c', 'd', 'b']"
continue visiting h a d b and c an infinite number of times,& G F h & G F a & G F d & G F b G F c,patrolling,"['h', 'a', 'd', 'b', 'c']"
continue visiting h a d c and b an infinite number of times,& G F h & G F a & G F d & G F c G F b,patrolling,"['h', 'a', 'd', 'c', 'b']"
continue visiting h b a c and d an infinite number of times,& G F h & G F b & G F a & G F c G F d,patrolling,"['h', 'b', 'a', 'c', 'd']"
continue visiting h b a d and c an infinite number of times,& G F h & G F b & G F a & G F d G F c,patrolling,"['h', 'b', 'a', 'd', 'c']"
continue visiting h b c a and d an infinite number of times,& G F h & G F b & G F c & G F a G F d,patrolling,"['h', 'b', 'c', 'a', 'd']"
continue visiting h b c d and a an infinite number of times,& G F h & G F b & G F c & G F d G F a,patrolling,"['h', 'b', 'c', 'd', 'a']"
continue visiting h b d a and c an infinite number of times,& G F h & G F b & G F d & G F a G F c,patrolling,"['h', 'b', 'd', 'a', 'c']"
continue visiting h b d c and a an infinite number of times,& G F h & G F b & G F d & G F c G F a,patrolling,"['h', 'b', 'd', 'c', 'a']"
continue visiting h c a b and d an infinite number of times,& G F h & G F c & G F a & G F b G F d,patrolling,"['h', 'c', 'a', 'b', 'd']"
continue visiting h c a d and b an infinite number of times,& G F h & G F c & G F a & G F d G F b,patrolling,"['h', 'c', 'a', 'd', 'b']"
continue visiting h c b a and d an infinite number of times,& G F h & G F c & G F b & G F a G F d,patrolling,"['h', 'c', 'b', 'a', 'd']"
continue visiting h c b d and a an infinite number of times,& G F h & G F c & G F b & G F d G F a,patrolling,"['h', 'c', 'b', 'd', 'a']"
continue visiting h c d a and b an infinite number of times,& G F h & G F c & G F d & G F a G F b,patrolling,"['h', 'c', 'd', 'a', 'b']"
continue visiting h c d b and a an infinite number of times,& G F h & G F c & G F d & G F b G F a,patrolling,"['h', 'c', 'd', 'b', 'a']"
continue visiting h d a b and c an infinite number of times,& G F h & G F d & G F a & G F b G F c,patrolling,"['h', 'd', 'a', 'b', 'c']"
continue visiting h d a c and b an infinite number of times,& G F h & G F d & G F a & G F c G F b,patrolling,"['h', 'd', 'a', 'c', 'b']"
continue visiting h d b a and c an infinite number of times,& G F h & G F d & G F b & G F a G F c,patrolling,"['h', 'd', 'b', 'a', 'c']"
continue visiting h d b c and a an infinite number of times,& G F h & G F d & G F b & G F c G F a,patrolling,"['h', 'd', 'b', 'c', 'a']"
continue visiting h d c a and b an infinite number of times,& G F h & G F d & G F c & G F a G F b,patrolling,"['h', 'd', 'c', 'a', 'b']"
continue visiting h d c b and a an infinite number of times,& G F h & G F d & G F c & G F b G F a,patrolling,"['h', 'd', 'c', 'b', 'a']"
go to a while avoiding b and then go to b,& U ! b a F b,ordered_visit,"['a', 'b']"
go to a while avoiding c and then go to c,& U ! c a F c,ordered_visit,"['a', 'c']"
go to a while avoiding d and then go to d,& U ! d a F d,ordered_visit,"['a', 'd']"
go to a while avoiding h and then go to h,& U ! h a F h,ordered_visit,"['a', 'h']"
go to b while avoiding a and then go to a,& U ! a b F a,ordered_visit,"['b', 'a']"
go to b while avoiding c and then go to c,& U ! c b F c,ordered_visit,"['b', 'c']"
go to b while avoiding d and then go to d,& U ! d b F d,ordered_visit,"['b', 'd']"
go to b while avoiding h and then go to h,& U ! h b F h,ordered_visit,"['b', 'h']"
go to c while avoiding a and then go to a,& U ! a c F a,ordered_visit,"['c', 'a']"
go to c while avoiding b and then go to b,& U ! b c F b,ordered_visit,"['c', 'b']"
go to c while avoiding d and then go to d,& U ! d c F d,ordered_visit,"['c', 'd']"
go to c while avoiding h and then go to h,& U ! h c F h,ordered_visit,"['c', 'h']"
